phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P3,Management,50,1,Q31,Sales achievement,"Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. You are in the phase to really start thinking about that.",6.1,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q32,Weekly sales meeting,"Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessonslearnedaresharedisanimportantpartofthesuccessoffast- growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. Given the size of your company, it seems high time to start with this.",6.4,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q33,Head of sales is not the entrepreneur,"Also, you can only commit your time once as an entrepreneur. That also applies to sales management. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.",5.9,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q34,We have an effective PR/communication strategy,Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. This is something you might want to think about.,5,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q35,Most processes are automated,"In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production,humanresources,reporting,etc.Thisgivesstructureand clarity, prevents mistakes and makes growing a lot easier. Systems work independently of each other at your company. However, with the size of your company, you will soon have to start thinking about smart (integrated) solutions.",6.2,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q36,Systems prepped for growth,"Your systems are not yet prepared for growth. When you continue to grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving. We advise you to start ""thinking ahead"" in terms of structures and systems.",6.2,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q37,Better systems than competitors,"Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market- oriented than their competitors. You don't have any systems that are better than most of your competitors. Where might IT be able to help you?",6.3,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q38,Knowledge on latest technology,"As an entrepreneur, you always have 1001 focus areas You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You should devote time to this on a regular basis.",6.9,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q39,We are more innovative than competitors,"In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.",6.7,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q40,Our business model is disruptive,You do not have a disruptive business model. Keep your eyes open for newcomers in your market. Or you might want to think creating a disruptive model yourself.,6.2,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q41,Real time financial insights,"You have no up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.",8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q42,Up-to-date cashflow planning,"Youdon'temploycashflowplanning.Asanentrepreneur,youalways have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q43,Access to growth capital,"You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are many service providers who can help you with this.",5.8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?",6.9,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q46,CEO works on the company and is able to remove from daily operations,"You indicate that you are still working fully in your company. That's unusual in this phase. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to keep growing. When do you start?",5.8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q47,Have a mentor,"You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.",5.8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q49,Enjoy management of company,"Many entrepreneurs discover that management costs time and energy and is a ""skill"" that requires development. You don't like it. Therefore, you should examine where your strength lies; perhaps it would be better to hire an operations manager soon.",4,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q50,Energized by team and company,"It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow hard (again); then every year is different.",3,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q51,Absence of CEO is possible,"You can't leave without things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.",6.5,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q52,Read business books,"You never read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.",6,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q53,Receives regular education,"You never attend external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.",5.1,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q54,Healthy work - life balance,"You have a poor work-life balance. It is a challenge for many businesses to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.",6.2,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q55,I am happy,"You are absolutely not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.",5.9,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q56,Employees know long term goal,"A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. With a company of your size, it's really necessary for things to be clear, set down on paper and shared.",4.8,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q57,Employees know yearly goal,"Focusing on goals, including annual goals, provides direction and a framework to your business activities. In addition, this information motivates your employees. In this phase you should make all of this a bit clearer.",5.6,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q58,Employees know quarterly/monthly goals,"Focusing on goals, including monthly goals and KPIs, provides guidance and direction to business activities. Actually, you make a small sprint every month to ensure that you are ""on schedule"". The clearer the goal the clearer it becomes on how to achieve it. In your phase it helps when everyone knows which goal should be achieved. Perhaps you can start on this immediately!",5,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q59,Employees know vision and mission,"As with the long-term goal - it is important for the company's vision and mission to be clear. This motivates employees and provides a clear framework for the activities. In your phase it's important for you to have this very clear, and set down on paper.",5.9,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q60,Employees know elevator pitch,"You'd be surprised to hear the stories and answers you get to the question ""What exactly does your company do?"". It is a good idea to formulate a common language and text - and to practice together. Everything will become clearer. Both internally as well as externally.",6.4,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,1,Q61,We frequently have company-wide meetings,"Research shows that it's crucial to communicate goals and performance to all employees, providing them with context regarding development. Face-to-face, with internal sessions works best. With internal sessions, in other words. You are not doing this yet, or not doing it often enough... we recommend that you start on this quickly.",5.6,8a5a41da5709bbe2db777c942e4c6926963d898d75a02deffa135ef061ba23db,S8qXkEyaot
P3,Management,50,2,Q01,Effective recruitment process,"In order to grow, you continuously need new - and good - people. This is often one of the most important challenges for a growth entrepreneur. You indicate that when it comes to finding new employees you find this very difficult. Ultimately, this is a matter of process, attention and time, often especially on the part of the entrepreneur. How much time do you spend on this? More than one day per week?",6.3,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q02,High staff retention,"Your employee turnover is high. Unwanted turnover is often a sign that processes, strategy or management are not in order. It takes an enormous amount of money and effort to continually find and train new employees. Find out what the reasons are, hold exit interviews and ask yourself whether you yourself would want to work at your company.",7.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q03,Onboarding program,"Employees do not receive a comprehensive onboarding program at your company. That really is necessary with a company of your size. A well-thought-out onboarding program will be an enormous help to employees with regard to learning their jobs, becoming familiar with the company's core values and getting to know their coworkers. It will also help with scaling up your company. It might be good to start taking steps toward this now.",5.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q04,Measuring employee satisfaction,You do not yet measure employee satisfaction. Your company is nearing the phase where you need to have a systematic understanding of what's going on among your employees. An employee survey is probably a good start in this respect.,5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q05,Positive about re-hiring employees,"You would hire few or none of your current employees again. Ouch. This means that you have either postponed a lot of difficult decisions or you simply have a very bad hiring policy. You should work on this, because without good employees you can't grow.",6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q06,Every employee has a training plan,"Management thinker Tom Peters stated in his latest book 'one of the greatest responsibilities of an employer nowadays is the continuous development of employees'. In fast growing companies, roles are continuously changing, the need for training and education is therefore imperative. With your company size it is substandard that none of this is implemented. You might want to prioritize and discuss this with your leadership team.",4.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q07,Outsourcing / Offshoring operations,"You are not active with offshoring or outsourcing, this strategy is completely depending on your product/service, cost and scaling strategy.",4.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q08,We apply flat-management or self-steering/organizing teams,"You have not implemented new management models, when things work for you, don't change.",5.5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q09,We have Core values,"Core values are the internal 'rules of the game'. It's essential to have absolute clarity on this if you start or continue to grow rapidly. In your phase it's useful to have a clearer picture on the core values, especially if you regularly hire new people. So start on this.",7.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q10,We have focus on customers' needs,"Growth often creates increased management attention to internal matters,employees,newpremises,computersystems,etc.Themost rapidly growing and successful companies keep a sharp focus on the continuously (changing) needs of the customer. Making and keeping this focus and attention explicit is important, especially in this phase of your company.",6.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q11,Employees know core values,"You have not yet formulated any core values. This is increasingly important in your phase. When everyone knows the rules of the game and acts accordingly, this ensures seamless operation. Especially when you continue to grow and keep hiring new people.",5.7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q12,We are transparent,"Transparency of information (about customers, sales, goals, growth, etc.) produces greater employee involvement. In addition, it often prevents internal ""politics"". It would be beneficial for you to start considering what information you are willing to share.",5.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q13,We have a positive and healthy culture,"""Culture eats Strategy for breakfast"" is a famous quote from management guru Peter Drucker. The outside world is changing rapidly, but a positive and healthy culture in which employees take responsibility, think along and always act in the interest of the company is therefore an enormous ""asset"". You already have quite a size. It is important that you start working on such a culture quickly.",7.3,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q14,We have formulated a long term (non-financial) goal,"You have not yet formulated a clear long-term goal. That's too bad, because a long-term goal provides direction and context and above all motivation for all employees. Companies that do this effectively are at an enormous advantage.",6.7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q15,We have formulated yearly goals,"The clearer and more measurably you formulate your goals (both financially and organizationally or with regard to product or market development), the higher the chance that you will also achieve those goals. This will have a clarifying and motivating effect and ensure growth. It is not usual for you not to be working with measurable annual goals yet. Hopefully you do have clear financial goals.",6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q16,We have formulated quarterly/ monthly goals (other than financial goals),"You have no monthly or quarterly goals. Ouch, this is necessary for a company of your size. Monthly or quarterly goals give you guidance and direction and ensure that you will achieve your annual goals. Think of them as ""small sprints"" that you have to win in order to achieve your annual goal. Fast growers are very disciplined in this process.",5.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q17,We work with a strategic plan,"You do not yet have a business plan. Given the size of your company, it's about time you did. Establishing your goals, strategy and action plan can bring about a lot of clarity and teach you to anticipate certain challenges. When is the personnel planning done? What will the marketing strategy and the associated costs be? You have to make many difficult choices; a complete overview and plan will help you with this, including in the financial aspect.",5.3,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q18,Each employee has personalized goals,"You haven't started working on personal goals yet. Team goals and personal goals are the next step in working efficiently. This creates clarity, commitment, personal responsibility and motivation. Think about how this would work at your company.",4.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q19,We have implemented a growth methodology,"You have not yet implemented a growth methodology. The larger you grow, the more difficult it is to implement new ways of working. Now would be the time to invest in the type of leadership, systems and processes that propel your growth",4.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q20,We have an active acquisitions strategy,"You are not active with acquisitions, you might be right, as 70% of the acquisitions turns out to be disappointing.",2.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q21,Tasks are properly allocated,"You do not yet have an efficient leadership team. That's very problematic in your phase. Decisions must increasingly be discussed, made, accounted for and above all implemented by the group. Now you are doing most of it yourself, which places unjustified pressure on you as an entrepreneur, manager and leader.",6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q22,We have weekly management meetings.,You do not have weekly meetings. That's unusual for a company of your size. It's high time to create structure and have regular meetings. Having regular weekly meetings with your most important leaders is essential for making the right decisions together and monitoring progress.,6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q23,We have periodic strategic sessions.,You do not yet have strategic sessions. Now it's really important to involve employees in long-term planning. That's why you should start planning strategic sessions with all - or your most important - employees.,5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q24,Leadership team receives regular training,A growing organization means that tasks and therefore also the required skills are continuously changing. You really need to start approaching this in a systematic manner.,4.7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q25,Our goals are translated into clear KPIs,"Making goals measurable is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, receive applications, IT development, etc. It's time to start thinking about this, as this will help you grow into the next phase.",5.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q26,We use real-time data to measure our performance,"You are constantly searching for the right information at your company. With a company of your size this may increasingly lead to mistakes, wrong decisions and problems. Consider systems and processes that can support your company's figures, as this is necessary for better guiding your company and allowing it to grow.",5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q27,"We grow with limited mistakes, errors and problems","Work pressure and lack of process often lead to coordination problemsandmistakes.That'sashameandcouldpotentiallydamage your reputation among customers. Especially given the size of your company, it's time to take stock of processes and make clear arrangements. If you don't like doing this yourself, ask a member of your management team to make this his or her most important priority. If you don't resolve this, it will only get worse.",5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q28,We measure customer satisfaction,"You do not yet measure customer satisfaction. That's too bad, because this provides important input for the further development of your products and processes. In any case, you should try having regular contact with customers to find out what you can improve.",5.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q29,We have systematic processes for continuous improvement,"A system for preventing mistakes and taking stock of complaints/feedback is increasingly important with a company of your size. Frequently, new people will be hired. Then it's good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them. It's time to think about this.",5.7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q30,We have an effective lead generation process,"To grow you need new customers. With a company of your size, not having a lead generation process is dangerous. Especially when a large part of sales is dependent on you as an entrepreneur. It might be wise to establish and implement a system and process now.",5.6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q31,Sales achievement,"Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. You are in the phase to really start thinking about that.",6.1,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q32,Weekly sales meeting,"Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessonslearnedaresharedisanimportantpartofthesuccessoffast- growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. Given the size of your company, it seems high time to start with this.",6.4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q33,Head of sales is not the entrepreneur,"Also, you can only commit your time once as an entrepreneur. That also applies to sales management. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.",5.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q34,We have an effective PR/communication strategy,Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. This is something you might want to think about.,5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q35,Most processes are automated,"In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production,humanresources,reporting,etc.Thisgivesstructureand clarity, prevents mistakes and makes growing a lot easier. Systems work independently of each other at your company. However, with the size of your company, you will soon have to start thinking about smart (integrated) solutions.",6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q36,Systems prepped for growth,"Your systems are not yet prepared for growth. When you continue to grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving. We advise you to start ""thinking ahead"" in terms of structures and systems.",6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q37,Better systems than competitors,"Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market- oriented than their competitors. You don't have any systems that are better than most of your competitors. Where might IT be able to help you?",6.3,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q38,Knowledge on latest technology,"As an entrepreneur, you always have 1001 focus areas You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You should devote time to this on a regular basis.",6.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q39,We are more innovative than competitors,"In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.",6.7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q40,Our business model is disruptive,You do not have a disruptive business model. Keep your eyes open for newcomers in your market. Or you might want to think creating a disruptive model yourself.,6.2,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q41,Real time financial insights,"You have no up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.",8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q42,Up-to-date cashflow planning,"Youdon'temploycashflowplanning.Asanentrepreneur,youalways have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q43,Access to growth capital,"You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are many service providers who can help you with this.",5.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?",6.9,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q46,CEO works on the company and is able to remove from daily operations,"You indicate that you are still working fully in your company. That's unusual in this phase. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to keep growing. When do you start?",5.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q47,Have a mentor,"You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.",5.8,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q49,Enjoy management of company,"Many entrepreneurs discover that management costs time and energy and is a ""skill"" that requires development. You don't like it. Therefore, you should examine where your strength lies; perhaps it would be better to hire an operations manager soon.",4,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q50,Energized by team and company,"It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow hard (again); then every year is different.",3,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q51,Absence of CEO is possible,"You can't leave without things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.",6.5,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
P3,Management,50,2,Q52,Read business books,"You never read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.",6,8dd9223a439b689d5a76a7b0dcf1d7660c224577e437592626c8f98c60a2f8d3,R4ocw0Vfj6
