"question_id","question","section_id","source_level","recommended_min_score","recommended_max_score","feedback_text","text_source","threshold_evidence"
"Q37","Better systems than competitors","S_EXEC_SIT","7","7","8","Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market-oriented than their competitors. It looks like you pay the same attention to IT systems. That's promising! How can you continue to exploit this advantage?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q37","Better systems than competitors","S_EXEC_SIT","10","9","10","Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market-oriented than their competitors. It looks like that you pay the same attention to IT systems and have superior systems compared to your competitors. How can you continue to exploit this advantage? And how you can hold on to this lead?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q38","Knowledge on latest technology","S_EXEC_SIT","0","0","2","As an entrepreneur, you always have 1001 focus areas You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You should devote time to this on a regular basis.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q38","Knowledge on latest technology","S_EXEC_SIT","3","3","4","As an entrepreneur, you always have 1001 focus areas You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You should devote time to this on a regular basis.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q38","Knowledge on latest technology","S_EXEC_SIT","5","5","6","As an entrepreneur, you always have 1001 focus areas. You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You could spend more time on this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q38","Knowledge on latest technology","S_EXEC_SIT","7","7","8","As an entrepreneur, you always have 1001 focus areas. You keep a relatively good eye on technological developments that could enormously affect your business model or company efficiency. Keep a close eye on this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q38","Knowledge on latest technology","S_EXEC_SIT","10","9","10","As an entrepreneur, you always have 1001 focus areas. You keep a good eye on technological developments that could enormously affect your business model or company efficiency. This is a safe situation. No surprises.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q39","We are more innovative than competitors","S_EXEC_SIT","0","0","2","In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q39","We are more innovative than competitors","S_EXEC_SIT","3","3","4","In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q39","We are more innovative than competitors","S_EXEC_SIT","5","5","6","In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q39","We are more innovative than competitors","S_EXEC_SIT","7","7","8","In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). You have a good focus on innovation. Keep this up, even when you are growing.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q39","We are more innovative than competitors","S_EXEC_SIT","10","9","10","You are more active with innovations than your competitors. That's good. Perhaps you can constantly stay ahead of the market?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q40","Our business model is disruptive","S_EXEC_SIT","0","0","2","You do not have a disruptive business model. Keep your eyes open for newcomers in your market. Or you might want to think creating a disruptive model yourself.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q40","Our business model is disruptive","S_EXEC_SIT","3","3","4","You do not have a disruptive business model. Keep your eyes open for newcomers in your market. Or you might want to think creating a disruptive model yourself.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q40","Our business model is disruptive","S_EXEC_SIT","5","5","6","You have somewhat of a disruptive business model. That might gold. Further validation, speed and scaling up of the model are the things that now matter most.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q40","Our business model is disruptive","S_EXEC_SIT","7","7","8","You have a somewhat disruptive business model. That is gold. Speed and scaling up are the things that now matter most.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q40","Our business model is disruptive","S_EXEC_SIT","10","9","10","You have a disruptive business model. That's gold. Speed and Scaling Up are now fundamental in conquering most of your market.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q41","Real time financial insights","S_CASH","0","0","2","You have no up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q41","Real time financial insights","S_CASH","3","3","4","You have no up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q41","Real time financial insights","S_CASH","5","5","6","You hardly have any up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q41","Real time financial insights","S_CASH","7","7","8","You have a reasonably up-to-date picture of your sales and costs. That's good; your aim should be to always have a clear picture of these items.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q41","Real time financial insights","S_CASH","10","9","10","You have a good picture of sales and costs. No surprises for you. Compliments.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q42","Up-to-date cashflow planning","S_CASH","0","0","2","You don't employ cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q42","Up-to-date cashflow planning","S_CASH","3","3","4","You don't employ cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q42","Up-to-date cashflow planning","S_CASH","5","5","6","You don't employ strict cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q42","Up-to-date cashflow planning","S_CASH","7","7","8","You have a fair picture of your cash flow. That's good. You have to be able to look ahead a few months. Especially if you grow; no surprises!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q42","Up-to-date cashflow planning","S_CASH","10","9","10","You have a perfect picture of your own cash flow; congratulations. This allows you to grow safely.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q43","Access to growth capital","S_CASH","0","0","2","You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q43","Access to growth capital","S_CASH","3","3","4","You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q43","Access to growth capital","S_CASH","5","5","6","You have no clear picture of your access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q43","Access to growth capital","S_CASH","7","7","8","You have reasonable access to growth capital. That's encouraging, especially if you want to grow. Growth always gobbles up cash. Also think about all the alternatives, such as friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q43","Access to growth capital","S_CASH","10","9","10","You have good access to growth capital. That's encouraging, especially if you want to grow. Growth always gobbles up cash. Also think about all the alternatives, such as friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q44","Financial alert function","S_CASH","0","0","2","It is crucial to have have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q44","Financial alert function","S_CASH","3","3","4","It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q44","Financial alert function","S_CASH","5","5","6","It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not always the case at your company. That's dangerous. What are you going to do about it?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q44","Financial alert function","S_CASH","7","7","8","You indicate that your ""early warning system"" for financial parameters is in order. The faster you can intervene or take measures, the better. But why isn't your score ""perfect"" yet? What are you going to do about it?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q44","Financial alert function","S_CASH","10","9","10","You indicate that your ""early warning system"" for financial parameters is perfectly in order. The faster you can intervene or take measures, the better.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q45","Leadership understands balance sheet","S_CASH","0","0","2","Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q45","Leadership understands balance sheet","S_CASH","3","3","4","Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q45","Leadership understands balance sheet","S_CASH","5","5","6","Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q45","Leadership understands balance sheet","S_CASH","7","7","8","Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. You are already fairly good at this. This will become increasingly important, especially if you grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q45","Leadership understands balance sheet","S_CASH","10","9","10","Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. But not for you. You understand that a balance sheet can be a smart blueprint that can expose the dynamics and growth potential behind your company.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q46","CEO works on the company and is able to remove from daily operations","S_YOU_LEAD","0","0","2","In this phase you work fully in your company. Perhaps that's logical, since without you there would be no sales. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q46","CEO works on the company and is able to remove from daily operations","S_YOU_LEAD","3","3","4","In this phase you work fully in your company. Perhaps that's logical, since without you there would be no sales. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q46","CEO works on the company and is able to remove from daily operations","S_YOU_LEAD","5","5","6","In this phase you work in your company to a large extent. If you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q46","CEO works on the company and is able to remove from daily operations","S_YOU_LEAD","7","7","8","In this phase you work on your company to a great extent. On to strong growth!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q46","CEO works on the company and is able to remove from daily operations","S_YOU_LEAD","10","9","10","In this phase you work fully on your company. That's excellent. On to strong growth!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q47","Have a mentor","S_YOU_LEAD","0","0","2","You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q47","Have a mentor","S_YOU_LEAD","3","3","4","You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q47","Have a mentor","S_YOU_LEAD","5","5","6","You don't really have a permanent mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q47","Have a mentor","S_YOU_LEAD","7","7","8","It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance. Good that you have one!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q47","Have a mentor","S_YOU_LEAD","10","9","10","It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance. Great that you have a good mentor!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q48","Have an entrepreneurial network","S_YOU_LEAD","0","0","2","Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q48","Have an entrepreneurial network","S_YOU_LEAD","3","3","4","Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q48","Have an entrepreneurial network","S_YOU_LEAD","5","5","6","Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest more time in a good network of entrepreneurs.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q48","Have an entrepreneurial network","S_YOU_LEAD","7","7","8","Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. You have a network of entrepreneurs that you can consult; well done.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q48","Have an entrepreneurial network","S_YOU_LEAD","10","9","10","Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. You have an effective network of entrepreneurs that you can consult; well done.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q49","Enjoy management of company","S_YOU_LEAD","0","0","2","Many entrepreneurs discover that management costs time and energy and is a ""skill"" that requires development. You don't like it. Therefore, you should examine where your strength lies; perhaps it would be better to hire an operations manager directly.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q49","Enjoy management of company","S_YOU_LEAD","3","3","4","Many entrepreneurs discover that management costs time and energy and is a ""skill"" that requires development. You don't like it. Therefore, you should examine where your strength lies; perhaps it would be better to hire an operations manager directly.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q49","Enjoy management of company","S_YOU_LEAD","5","5","6","You don't really like managing. Many entrepreneurs find out that managing people costs a lot of time and energy. With a company of your size you probably work with a management team and/or a second-in-command who is good in operations. The challenge is for you not to get in their way and to focus fully on the future of the company.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q49","Enjoy management of company","S_YOU_LEAD","7","7","8","You like managing somewhat. That's handy because if your company has eight or more employees, you will have to continually develop these skills.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q49","Enjoy management of company","S_YOU_LEAD","10","9","10","You like managing. That's handy because if your company has eight or more employees, you will have to continually develop these skills.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q50","Energized by team and company","S_YOU_LEAD","0","0","2","It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow rapidly. Then every year is different.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q50","Energized by team and company","S_YOU_LEAD","3","3","4","It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow rapidly. Then every year is different.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q50","Energized by team and company","S_YOU_LEAD","5","5","6","It is not unusual for entrepreneurs to become ""sick"" of their company after about seven years. Employees can change jobs or companies. Entrepreneurs can't. The best solution that doesn't cost money but does deliver is to let your company grow hard (again); then every year is different.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q50","Energized by team and company","S_YOU_LEAD","7","7","8","You still get energy from your company. That's great; use all this energy to let your company grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q50","Energized by team and company","S_YOU_LEAD","10","9","10","You still get energy from your company. That's great; use all this energy to let your company grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q51","Absence of CEO is possible","S_YOU_LEAD","0","0","2","You can't leave without things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q51","Absence of CEO is possible","S_YOU_LEAD","3","3","4","You can't leave without things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q51","Absence of CEO is possible","S_YOU_LEAD","5","5","6","You still can't leave without some things going wrong. You have made the company, the processes and the people too dependent on you. That's not scalable and causes you in particular a lot of work, stress and likely also annoyance. We recommend that you start working on standardization, establishing processes and probably also on hiring better people.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q51","Absence of CEO is possible","S_YOU_LEAD","7","7","8","You can easily leave for three weeks without things going completely wrong. That's quite an accomplishment. You probably have an excellent team working for you, as well as standardized processes. That's a nice scalable model for growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q51","Absence of CEO is possible","S_YOU_LEAD","10","9","10","You can easily leave for three weeks without things going wrong. That's quite an accomplishment. You probably have an excellent team working for you, as well as standardized processes. Your next challenge is being away for three months; then you'll really have built an independent organization.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q52","Read business books","S_YOU_LEAD","0","0","2","You never read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q52","Read business books","S_YOU_LEAD","3","3","4","You never read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q52","Read business books","S_YOU_LEAD","5","5","6","You don't often read management books. That's a shame, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. And don't forget: ""stagnant water will stink."" This also applies to businesses.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q52","Read business books","S_YOU_LEAD","7","7","8","You occasionally read management books. That's great, because in order to grow it will be imperative to have skills, ideas and insights that were documented by others years ago. Keep reading; keep developing yourself.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q52","Read business books","S_YOU_LEAD","10","9","10","You read management books on a regular basis. That's great, because in order to grow - and for your next growth phase - it will be imperative to have skills, ideas and insights that were documented by others years ago. Keep reading; keep developing yourself.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q53","Receives regular education","S_YOU_LEAD","0","0","2","You never follow external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q53","Receives regular education","S_YOU_LEAD","3","3","4","You never follow external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q53","Receives regular education","S_YOU_LEAD","5","5","6","You sporadically attend external education or training courses. That's too bad. Because even as an entrepreneur, you need to develop yourself. Often the entrepreneur him/herself is the most important part of the educational equation. Management guru Peter Drucker said: ""The bottleneck is always on top of the bottle."" In other words, keep developing yourself in order to let your organization grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q53","Receives regular education","S_YOU_LEAD","7","7","8","You occasionally attend external or internal training courses. That's very good. Self-development is fundamental for overall company development.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q53","Receives regular education","S_YOU_LEAD","10","9","10","You attend external education or training courses on a regular basis. That's very good. Self-development is fundamental for overall company development.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q54","Healthy work - life balance","S_YOU_LEAD","0","0","2","You have a poor work-life balance. It is a challenge for many businesses to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q54","Healthy work - life balance","S_YOU_LEAD","3","3","4","You have a poor work-life balance. It is a challenge for many businesses to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q54","Healthy work - life balance","S_YOU_LEAD","5","5","6","You have a poor work-life balance. It is a challenge for many entrepreneurs to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. Hard work is sometimes necessary, of course, but you should take enough time for yourself and not skip vacations. Working smart is the solution.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q54","Healthy work - life balance","S_YOU_LEAD","7","7","8","You have a reasonably good work-life balance. It is a challenge for many entrepreneurs to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. You have got that under control; well done.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q54","Healthy work - life balance","S_YOU_LEAD","10","9","10","You have a good work-life balance. It is a challenge for many entrepreneurs to combine everything. Successful high-growth entrepreneurs teach us that we must always take good care of ourselves. You have got that under control; good job.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q55","I am happy","S_YOU_LEAD","0","0","2","You are absolutely not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q55","I am happy","S_YOU_LEAD","3","3","4","You are absolutely not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q55","I am happy","S_YOU_LEAD","5","5","6","You are somewhat not happy. If this feeling continues, talk to a mentor, another entrepreneur who has been in your shoes. Maybe entrepreneurship is not for you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q55","I am happy","S_YOU_LEAD","7","7","8","You are mostly happy. Congratulations! Long may it last!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q55","I am happy","S_YOU_LEAD","10","9","10","You are entirely happy. Congratulations! Long may it last!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q56","Employees know long term goal","S_YOU_IC","0","0","2","A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. With a company of your size it isn't really necessary to establish all of this clearly yet, but it will help. But you can start thinking about it.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q56","Employees know long term goal","S_YOU_IC","3","3","4","A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. With a company of your size it isn't really necessary to establish all of this clearly yet, but it will help. But you can start thinking about it.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q56","Employees know long term goal","S_YOU_IC","5","5","6","A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. Good that you have started doing this. It's important for you to finish this quickly.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q56","Employees know long term goal","S_YOU_IC","7","7","8","A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. Good that you have already come a long way with this. When you start to grow, it's important for all of this to be in order.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q56","Employees know long term goal","S_YOU_IC","10","9","10","A long-term goal for the organization gives everyone a clear framework for strategy and decisions - and can be very motivating. Great that this is already all in place. Ensure you check this annually - verifying a valid long-term goal.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
